@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3665,2632,1881,1284,0,3400,2560,1982,1502,0,2864,1978,2378,1518,0,1945,1498,1262,1000,0,2647,1661,1578,999,0,3200,2477,2693,1743,0,1524,1154,992,788,0,1.73,1.75,1.03,1.71,1.7,0.76,1.81,0.58,0.57,0.97,0.58,0.59,1.32,0.55,1033,840,886,447,986,723,370,597,480,860,262,579,950,204,01/01/06/05@01/05/13/03@11/06/02@12/04/01@12/10
3826,2126,2960,1094,0,4192,2493,3318,1548,0,3405,1535,3091,1201,0,2539,1242,1741,903,0,2644,1345,2030,1115,0,3249,2218,2688,1626,0,2351,963,1813,719,0,0.91,0.96,0.99,1.55,1.42,0.97,1.27,1.1,1.04,1.01,0.65,0.7,1.03,0.79,1700,1699,1870,1297,1299,1031,1388,1866,1770,1890,838,915,1062,1094,11/02/01@11/02/03/01
4249,2475,2854,1211,0,4932,2939,4618,2537,0,3915,1933,3585,1593,0,4156,1580,3978,1200,0,4041,1902,3648,1019,0,4438,2754,13602,2523,0,3484,1248,24483,1120,0,1.08,0.96,0.99,0.93,0.81,0.15,0.1,0.93,1.04,1.01,1.08,1.23,6.67,10,1774,1993,1982,2576,2139,1684,2236,1643,2081,1992,2778,2629,11079,23363,01/05@01/06/10@01/07@43/01/03/06
4378,2376,2801,1150,0,5088,2926,5031,2483,0,3140,1823,2833,1397,0,3034,1295,2518,928,0,3483,1783,2241,916,0,4951,2825,4480,2561,0,2264,1058,1960,829,0,1.21,0.85,0.92,1.09,1.28,1.11,1.07,0.83,1.18,1.09,0.92,0.78,0.9,0.93,2002,2162,1317,1739,1700,2126,1206,1651,2548,1436,1590,1325,1919,1131,01/05/25@11/02/03/04/01
3674,2369,2163,1104,0,4497,2970,4087,2376,0,3611,1995,3225,1535,0,3147,1309,2350,955,0,3245,1813,1875,956,0,4343,2861,3838,2611,0,2463,1072,1425,774,0,1.23,0.89,0.96,1.32,1.56,1.21,2.14,0.81,1.12,1.04,0.76,0.64,0.83,0.47,1305,1527,1616,1838,1432,1482,1391,1059,1711,1690,1395,919,1227,651,10/01/02@10/01/03/03@16/19/03
4250,2143,3407,1138,0,5141,2482,4275,1629,0,4230,1564,4351,1229,0,2533,1102,2225,784,0,3378,1575,2454,1166,0,4458,2725,4372,2394,0,2305,826,1758,657,0,0.93,1,0.85,0.99,1.4,0.88,1.34,1.08,1,1.18,1.01,0.71,1.14,0.75,2107,2659,2666,1431,1803,1733,1479,2269,2646,3122,1441,1288,1978,1101,11/04/01@11/04/03/01
5068,2177,4694,1210,0,4975,2513,4545,1618,0,4447,1619,5880,1249,0,3176,1182,2433,839,0,3736,1564,2805,1168,0,3657,2302,2635,1633,0,3260,975,1843,751,0,0.83,0.84,0.61,1.25,1.33,1.35,2.09,1.2,1.19,1.64,0.8,0.75,0.74,0.48,2891,2462,2828,1994,2172,1355,2285,3484,2927,4631,1594,1637,1002,1092,34/11/03/07
4378,2281,3174,1367,0,4089,2468,2909,1529,0,2737,1526,2139,1191,0,2238,1215,1689,867,0,3911,2008,3695,1936,0,3358,2141,2475,1501,0,1969,959,1479,734,0,1.16,1.17,1.28,1.24,1.08,1.25,1.36,0.86,0.85,0.78,0.81,0.93,0.8,0.74,2097,1621,1211,1023,1903,1217,1010,1807,1380,948,822,1759,974,745,42/04/05
3829,2529,2187,1268,0,3806,2711,2407,1631,0,3500,1904,3297,1451,0,2924,1554,1993,1029,0,2645,1664,1660,1046,0,4108,2596,3560,1807,0,2455,1226,1675,828,0,1.41,1.41,0.86,1.42,1.6,0.86,1.45,0.71,0.71,1.16,0.7,0.63,1.16,0.69,1300,1095,1596,1370,981,1512,1229,919,776,1846,964,614,1753,847,10/01/03/03@10/01/03/05
7480,2052,7975,1083,0,6834,2519,6535,1704,0,8978,1591,11594,1190,0,4886,1070,5339,812,0,5551,1657,5166,1195,0,6946,2603,6112,2474,0,5736,875,3739,665,0,0.79,0.89,0.71,0.84,0.98,1.19,1.58,1.27,1.12,1.41,1.19,1.02,0.84,0.63,5428,4315,7387,3816,3894,4343,4861,6892,4831,10404,4527,3971,3638,3074,14/04@16/02@20/09/07
3424,2301,1913,1125,0,5006,2972,4401,2264,0,2534,1862,2074,1399,0,2406,1424,1956,1107,0,2778,1817,1625,963,0,3719,2767,6469,2790,0,2135,1157,5814,897,0,1.43,0.95,1,1.16,1.45,0.26,0.2,0.7,1.05,1,0.86,0.69,3.85,5,1123,2034,672,982,961,952,978,788,2137,675,849,662,3679,4917,42/01
5008,2061,4095,1003,0,5034,2681,4174,1861,0,5164,1551,5482,1226,0,3386,1092,3338,806,0,4038,1731,3724,1233,0,4968,2521,9486,2308,0,3034,1050,4476,902,0,0.95,1.02,0.85,0.91,0.93,0.34,0.56,1.05,0.98,1.18,1.1,1.08,2.94,1.79,2947,2353,3613,2294,2307,2447,1984,3092,2313,4256,2532,2491,7178,3574,16/01@20/01/10@20/09/07/03@20/09/16@20/09/18@42/25
3016,1965,1922,1041,0,3734,2321,2909,1392,0,3017,1347,3167,994,0,1782,1126,1372,807,0,2955,1400,2785,1305,0,3112,2189,3377,1574,0,1837,850,2343,677,0,1.19,0.93,0.77,1.16,1.05,0.51,0.59,0.84,1.08,1.3,0.86,0.95,1.96,1.69,1051,1413,1670,656,1555,923,987,881,1517,2173,565,1480,1803,1666,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
4460,2497,3030,1261,0,4340,2872,3071,1820,0,4334,2013,4384,1562,0,3168,1605,2357,1130,0,3107,1607,2078,965,0,4689,2672,4311,1700,0,2721,1182,1697,817,0,1.11,1.17,0.82,1.27,1.35,0.77,1.75,0.9,0.85,1.22,0.79,0.74,1.3,0.57,1963,1468,2321,1563,1500,2017,1539,1769,1251,2822,1227,1113,2611,880,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
5646,2612,4155,1210,0,7184,2984,9452,2260,0,4485,1856,3967,1535,0,5405,1544,4016,1150,0,4349,1723,2424,983,0,6137,2780,4458,2654,0,4732,1118,2740,862,0,1.03,0.58,1.08,1.35,1.82,1.86,1.92,0.97,1.72,0.93,0.74,0.55,0.54,0.52,3034,4200,2629,3861,2626,3357,3614,2945,7192,2432,2866,1441,1804,1878,10/03/01/01/11@20/09/14@42/04/05
6067,1998,6049,1023,0,5593,2563,4656,1751,0,8487,1583,8373,1215,0,4797,1045,2942,782,0,5136,1654,2839,1175,0,6841,2459,4277,2145,0,4677,998,2564,797,0,0.81,1.04,0.96,1.74,2.09,2.06,2.08,1.23,0.96,1.04,0.57,0.48,0.49,0.48,4069,3030,6904,3752,3482,4382,3679,5026,2905,7158,2160,1664,2132,1767,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07
3373,2306,1850,1122,0,5613,2934,4784,2185,0,4199,1766,4713,1343,0,2870,1533,2290,1142,0,2465,1748,1448,934,0,4071,2696,3834,2463,0,3828,1098,3885,812,0,1.47,1.03,0.72,1.16,1.39,1,0.89,0.68,0.97,1.39,0.86,0.72,1,1.12,1067,2679,2433,1337,717,1375,2730,728,2599,3370,1148,514,1371,3073,14/04
3820,1957,3080,1024,0,4413,2441,3444,1625,0,2980,1486,2946,1133,0,2019,1016,1579,746,0,3167,1710,2044,1219,0,4452,2679,4497,2427,0,1921,873,1803,750,0,0.91,1.08,0.82,1.2,1.77,0.86,1,1.1,0.93,1.22,0.83,0.56,1.16,1,1863,1972,1494,1003,1457,1773,1048,2056,1819,1813,833,825,2070,1053,11/04/03/01@14/10
3182,1901,1991,1019,0,3213,2272,2212,1372,0,1914,1287,1617,929,0,1718,1050,1503,719,0,2529,1370,2876,1426,0,3141,2159,6538,1630,0,1581,849,3904,709,0,1.32,1.12,0.91,0.85,0.8,0.2,0.23,0.76,0.89,1.1,1.18,1.25,5,4.35,1281,941,627,668,1159,982,732,972,840,688,784,1450,4908,3195,14/04@14/07/11/01@14/13/04@16/01@20/09/13@20/09/14
2817,1905,1549,967,0,3236,2277,2174,1230,0,1949,1250,1702,938,0,1690,1103,1275,750,0,2657,1654,2641,1620,0,3283,2222,3126,1645,0,1614,813,1781,647,0,1.57,1.02,0.91,1.12,0.98,0.72,0.71,0.64,0.98,1.1,0.89,1.02,1.39,1.41,912,959,699,587,1003,1061,801,582,944,764,525,1021,1481,1134,02/13/03@12@42/16
4942,1914,3734,967,0,4623,2137,3268,1235,0,2971,1247,1971,880,0,2765,1054,1665,724,0,3979,1444,3099,1462,0,4733,2270,3924,1762,0,2484,793,2594,607,0,1.09,1.22,1.58,1.82,1.55,1.14,0.85,0.92,0.82,0.63,0.55,0.65,0.88,1.18,3028,2486,1724,1711,2535,2463,1691,2767,2033,1091,941,1637,2162,1987,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
5838,2466,4356,1288,0,5653,3068,4331,1946,0,4106,2090,3738,1599,0,3789,1592,3009,1138,0,3999,1761,2928,1206,0,5655,2770,4133,1900,0,3236,1192,2267,900,0,1.1,1.08,0.94,1.17,1.3,1.29,1.5,0.91,0.93,1.06,0.85,0.77,0.78,0.67,3372,2585,2016,2197,2238,2885,2044,3068,2385,2139,1871,1722,2233,1367,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
6302,2170,5550,1047,0,9238,3040,9662,2557,0,9991,2170,13141,1881,0,10452,1564,9599,1228,0,4669,1711,3419,1017,0,10666,2819,6094,2716,0,10364,1106,3982,820,0,0.92,0.87,0.69,1.06,1.23,2.32,2.93,1.09,1.15,1.45,0.94,0.81,0.43,0.34,4132,6198,7821,8888,2958,7847,9258,4503,7105,11260,8371,2402,3378,3162,12/01/01
3880,2001,2527,1032,0,5748,3166,5476,2432,0,4743,1980,5588,1665,0,3692,1476,3362,1148,0,3019,1747,2011,979,0,4399,2705,4310,2595,0,4486,1150,4306,897,0,1.26,0.85,0.7,1,1.23,0.99,0.98,0.79,1.18,1.43,1,0.81,1.01,1.02,1879,2582,2763,2216,1272,1694,3336,1495,3044,3923,2214,1032,1715,3409,20/03
12158,1936,15809,999,0,10083,2438,8936,1655,0,8675,1341,7835,1017,0,7632,996,6013,725,0,14787,1627,11711,1216,0,15682,2602,9104,2337,0,9051,1074,5411,985,0,0.69,1.05,1.08,1.25,1.25,1.93,1.8,1.45,0.95,0.93,0.8,0.8,0.52,0.56,10222,7645,7334,6636,13160,13080,7977,14810,7281,6818,5288,10495,6767,4426,12/01/01
4329,1628,3319,989,0,5763,3004,5604,2206,0,5024,1735,4454,1343,0,4005,1331,3170,983,0,3139,1705,2098,989,0,4525,2640,4588,2571,0,4401,1128,3674,892,0,1.16,0.81,1.06,1.22,1.29,0.93,1.18,0.86,1.23,0.94,0.82,0.78,1.08,0.85,2701,2759,3289,2674,1434,1885,3273,2330,3398,3111,2187,1109,2017,2782,11/02/03/01@11/02/03/04@32/01
3561,2278,2142,1171,0,5583,3130,5122,2403,0,2926,1901,2796,1516,0,2349,1412,1781,1018,0,2608,1762,1608,1041,0,3435,2636,3479,2490,0,2251,1054,2434,840,0,1.32,0.9,0.8,1.23,1.49,0.81,0.75,0.76,1.11,1.25,0.81,0.67,1.23,1.33,1283,2453,1025,937,846,799,1197,971,2719,1280,763,567,989,1594,10/03/01/01/11@10/03/04/03
4032,2017,3117,1120,0,4118,2342,3176,1580,0,4423,1489,4436,1138,0,2281,910,2273,638,0,4329,1540,5152,1420,0,4407,2070,3608,1744,0,2573,865,3075,782,0,1.01,1.11,0.89,0.84,0.75,1.25,0.74,0.99,0.9,1.12,1.19,1.33,0.8,1.35,2015,1776,2934,1371,2789,2337,1708,1997,1596,3298,1635,3732,1864,2293,01/01/09/06@01/07/01@01/20/17
5163,1909,4682,1051,0,4173,2037,3924,1201,0,3100,1217,3243,891,0,3013,1097,2779,758,0,4511,1350,5181,1238,0,6117,2280,9903,1717,0,2701,872,3852,719,0,0.9,0.78,0.8,0.95,0.8,0.47,0.58,1.11,1.28,1.25,1.05,1.25,2.13,1.72,3254,2136,1883,1916,3161,3837,1829,3631,2723,2352,2021,3943,8186,3133,20/09/07
3926,2334,2551,1213,0,4828,3215,3561,2098,0,4015,2125,4439,1686,0,2900,1456,2229,1048,0,2914,1972,2122,1372,0,3952,2594,3643,1886,0,2671,1206,2247,824,0,1.19,1.1,0.69,1.22,1.26,0.77,1.03,0.84,0.91,1.45,0.82,0.79,1.3,0.97,1592,1613,1890,1444,942,1358,1465,1338,1463,2753,1181,750,1757,1423,20/01/27@32/05/05/01@32/07@34/11/03
12253,1865,14534,969,0,7974,2085,8810,1226,0,6456,1225,5411,878,0,8769,1149,5601,803,0,14107,1374,11268,1464,0,17815,2086,15792,1640,0,5656,870,4045,693,0,0.77,0.78,1.15,1.59,1.3,1.11,1.43,1.3,1.28,0.87,0.63,0.77,0.9,0.7,10388,5889,5231,7620,12733,15729,4786,13565,7584,4533,4798,9804,14152,3352,01/04
5161,2756,3378,1343,0,3500,2300,2336,1329,0,2392,1456,2062,1049,0,3505,1403,3083,908,0,4203,2058,3477,1147,0,4253,2262,4723,1388,0,2154,1003,1711,676,0,1.18,1.19,0.92,0.97,0.92,0.6,1.11,0.85,0.84,1.09,1.03,1.09,1.67,0.9,2405,1200,936,2102,2145,1991,1151,2035,1007,1013,2175,2330,3335,1035,01/03/07
3134,1518,1613,936,0,3116,2310,1874,1365,0,2153,1550,1819,1245,0,2399,1543,1754,1162,0,3090,1828,1725,985,0,4184,2577,4248,2210,0,1675,1052,1709,786,0,2.39,1.58,1.05,1.45,1.71,0.79,0.67,0.42,0.63,0.95,0.69,0.58,1.27,1.49,1616,806,603,856,1262,1607,623,677,509,574,592,740,2038,923,01/04@01/05/02/04@01/05/02/07
3134,2129,1776,1091,0,4007,2884,3114,2261,0,2780,1710,3007,1298,0,1775,1204,1418,901,0,2590,1757,1576,1085,0,3164,2446,3362,2234,0,1906,974,2336,725,0,1.47,1.32,0.63,1.1,1.7,0.64,0.58,0.68,0.76,1.59,0.91,0.59,1.56,1.72,1005,1123,1070,571,833,718,932,685,853,1709,517,491,1128,1611,01/05/02/04@01/05/02/07
7073,2305,6767,1229,0,6450,2931,7222,2211,0,6312,1701,6823,1356,0,4148,1328,3709,1041,0,4627,1648,3367,1009,0,5835,2566,4052,2286,0,7905,1012,8830,770,0,0.86,0.7,0.84,1.06,1.26,1.85,0.86,1.16,1.43,1.19,0.94,0.79,0.54,1.16,4768,3519,4611,2820,2979,3269,6893,5538,5011,5467,2668,2358,1766,8060,01/05/03/03/04@10/03/03@32/01/03@34/11/03/07@42/01@43/01/03/05@43/01/03/09
4356,2733,2386,1304,0,3469,2417,2114,1337,0,2833,1651,2605,1197,0,3131,1403,2192,904,0,3228,1857,1966,1029,0,4606,2348,3562,1458,0,2729,1265,2097,952,0,1.5,1.35,0.84,1.34,1.46,1.07,1.28,0.67,0.74,1.19,0.75,0.68,0.93,0.78,1623,1052,1182,1728,1371,2258,1464,1082,777,1408,1288,937,2104,1145,01/05@01/06
20778,2371,22511,1473,0,19282,2869,21169,1903,0,16883,2257,26157,2052,0,14236,1493,16815,1124,0,19341,1721,20152,1296,0,12593,2705,7487,1806,0,17714,1213,6081,801,0,0.87,0.85,0.61,0.81,0.93,1.74,3.13,1.15,1.18,1.64,1.23,1.08,0.57,0.32,18407,16413,14626,12743,17620,9888,16501,21038,19266,24105,15691,18856,5681,5280,12/01/01
5287,2735,3508,1396,0,4704,2359,3746,1341,0,4281,1831,5682,1357,0,5128,1423,5462,921,0,3878,1794,3343,1162,0,5915,2412,7152,1562,0,3443,1048,3669,746,0,1.21,0.98,0.57,0.82,0.96,0.63,0.82,0.83,1.02,1.75,1.22,1.04,1.59,1.22,2552,2345,2450,3705,2084,3503,2395,2112,2405,4325,4541,2181,5590,2923,01/06@18/02/01@34/01/01/01
9996,2626,8921,1388,0,6686,2384,5629,1407,0,5507,1821,5256,1436,0,6474,1438,5345,993,0,6415,1758,4858,1098,0,8959,2383,5934,1518,0,5049,1078,3099,726,0,0.98,1.02,0.96,1.16,1.24,1.49,1.67,1.02,0.98,1.04,0.86,0.81,0.67,0.6,7370,4302,3686,5036,4657,6576,3971,7533,4222,3820,4352,3760,4416,2373,01/05/03@10/03/03@32/01/03@43/01/03/05
4134,2301,3336,1352,0,4531,2621,3394,1661,0,4401,1645,5048,1274,0,3059,1265,2723,893,0,2936,1486,2947,1190,0,3349,2193,4093,1575,0,2713,986,6620,795,0,0.92,1.1,0.73,0.98,0.83,0.46,0.3,1.09,0.91,1.37,1.02,1.2,2.17,3.33,1833,1910,2756,1794,1450,1156,1727,1984,1733,3774,1830,1757,2518,5825,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3871,2638,1875,1266,0,3349,2361,1979,1337,0,2357,1717,1945,1291,0,2308,1345,1711,888,0,2853,1829,1679,1096,0,3914,2350,3446,1568,0,1909,1056,1352,728,0,2.02,1.54,0.98,1.17,1.76,0.83,1.37,0.5,0.65,1.02,0.85,0.57,1.2,0.73,1233,988,640,963,1024,1564,853,609,642,654,823,583,1878,624,34/11/03/07@40/01@41/01/01
7905,2363,7914,1346,0,7869,2853,7397,1788,0,5776,1625,6323,1285,0,4831,1256,5286,934,0,5056,1509,5528,1270,0,5363,2391,4796,1720,0,5085,1026,5141,815,0,0.84,0.89,0.82,0.82,0.83,0.97,0.94,1.19,1.12,1.22,1.22,1.2,1.03,1.06,5542,5016,4151,3575,3547,2972,4059,6568,5609,5038,4352,4258,3076,4326,01/06/05@01/06/10@20/01/13
4959,2042,3641,1098,0,4737,2649,4397,1834,0,5216,1800,5374,1467,0,5966,1540,5095,1202,0,6135,1908,3744,953,0,5912,2691,4680,2407,0,4413,1136,2059,854,0,1.15,0.81,0.87,1.14,1.51,1.42,2.72,0.87,1.23,1.15,0.88,0.66,0.7,0.37,2917,2088,3416,4426,4227,3221,3277,2543,2563,3907,3893,2791,2273,1205,01/06/02/01
